<NUMBER OF ZONES> 98
<NUMBER OF NODES> 975
<FIRST THRU NODE> 99
<NUMBER OF LINKS> 2184
<END OF METADATA> 



	Init node 	Term node 	Capacity 	Length 	Free Flow Time 	B 	Power 	Speed limit 	Toll 	Type 	; 
 	67  	552 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	67  	583 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	67  	584 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	67  	617 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	68  	602 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	68  	609 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	68  	612 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	68  	941 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	69  	602 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	69  	604 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	69  	612 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	69  	939 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	70  	147 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	70  	163 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	70  	175 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	70  	522 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	71  	344 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	71  	346 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	71  	349 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	71  	350 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	72  	515 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	72  	524 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	72  	526 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	72  	527 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	73  	435 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	73  	445 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	73  	507 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	73  	508 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	74  	338 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	74  	342 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	74  	509 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	74  	957 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	75  	558 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	75  	559 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	75  	585 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	75  	608 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	76  	534 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	76  	543 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	76  	601 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	76  	603 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	77  	479 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	77  	480 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	77  	483 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	77  	484 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	78  	771 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	78  	776 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	78  	777 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	78  	778 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	79  	303 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	79  	738 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	79  	742 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	79  	779 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	80  	102 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	80  	776 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	80  	777 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	80  	959 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	81  	322 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	81  	324 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	81  	374 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	81  	378 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	82  	571 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	82  	574 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	82  	575 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	82  	579 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	83  	224 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	83  	225 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	83  	238 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	83  	274 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	84  	209 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	84  	307 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	84  	308 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	84  	309 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	85  	110 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	85  	355 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	85  	361 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	85  	625 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	86  	272 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	86  	273 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	86  	310 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	86  	323 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	87  	620 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	87  	643 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	87  	924 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	87  	925 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	88  	401 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	88  	402 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	88  	546 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	88  	548 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	89  	147 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	89  	148 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	89  	163 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	89  	175 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	90  	108 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	90  	518 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	90  	520 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	90  	521 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	91  	187 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	91  	188 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	91  	215 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	91  	611 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	92  	257 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	92  	611 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	92  	711 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	92  	839 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	93  	597 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	93  	611 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	93  	710 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	93  	716 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	94  	311 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	94  	312 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	94  	764 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	94  	765 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	95  	190 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	95  	199 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	95  	517 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	95  	967 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	96  	738 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	96  	745 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	96  	777 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	96  	894 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	97  	835 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	98  	518 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	98  	519 	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	99  	100 	  2400.000 	  1.000 	 0.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	99  	915 	  2400.000 	142.000 	 4.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	100 	99  	  2400.000 	  1.000 	 0.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	102 	80  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	102 	959 	  2400.000 	 24.000 	 0.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	103 	377 	   600.000 	315.000 	 8.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	103 	434 	   600.000 	240.000 	 6.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	104 	103 	   600.000 	196.000 	 5.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	106 	109 	   900.000 	 25.000 	 1.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	106 	112 	  2800.000 	414.000 	12.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	107 	108 	  2800.000 	317.000 	14.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	108 	90  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	108 	109 	  2800.000 	181.000 	 8.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	109 	106 	   900.000 	 25.000 	 0.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	109 	169 	  2800.000 	408.000 	22.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	109 	523 	   900.000 	212.000 	 8.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	110 	85  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	110 	111 	   900.000 	 32.000 	 0.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	110 	120 	  2800.000 	 52.000 	 1.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	111 	114 	  2800.000 	 19.000 	 0.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	111 	289 	   900.000 	318.000 	 8.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	112 	199 	  2800.000 	308.000 	11.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	113 	110 	  2800.000 	 20.000 	 1.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	113 	361 	   900.000 	102.000 	 2.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	114 	113 	   900.000 	 32.000 	 1.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	114 	209 	  2800.000 	198.000 	 5.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	115 	429 	  2800.000 	222.000 	13.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	116 	117 	  2400.000 	 28.000 	 0.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	117 	118 	  2800.000 	 44.000 	 1.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	117 	409 	  2400.000 	202.000 	11.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	118 	123 	  2400.000 	 29.000 	 0.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	118 	129 	  2800.000 	131.000 	 3.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	119 	180 	  2800.000 	106.000 	 6.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	120 	121 	  2800.000 	227.000 	 9.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	121 	56  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	121 	122 	   900.000 	 30.000 	 0.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	121 	123 	  2800.000 	294.000 	17.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	122 	56  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	122 	111 	  2800.000 	280.000 	10.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	122 	121 	   900.000 	 30.000 	 0.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	123 	116 	  2800.000 	 44.000 	 1.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	123 	626 	  2400.000 	118.000 	 4.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	124 	58  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	124 	125 	  2800.000 	108.000 	 9.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	125 	58  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	125 	126 	   600.000 	 34.000 	 1.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	125 	195 	  2800.000 	235.000 	17.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	126 	125 	   600.000 	 34.000 	 1.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	126 	127 	  2800.000 	235.000 	 6.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	127 	131 	  2800.000 	104.000 	10.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	128 	117 	  2800.000 	177.000 	16.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	129 	56  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	129 	122 	  2800.000 	164.000 	 6.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	130 	124 	  2800.000 	227.000 	 9.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	130 	131 	  2400.000 	 34.000 	 1.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	131 	430 	  2800.000 	 18.000 	 0.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	131 	918 	  2400.000 	170.000 	10.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	132 	27  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	132 	139 	  2800.000 	 44.000 	 1.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	132 	142 	  2800.000 	320.000 	18.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	133 	134 	  2800.000 	106.000 	 3.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	135 	139 	  2800.000 	321.000 	19.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	135 	142 	  2800.000 	 39.000 	 1.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	136 	138 	  2800.000 	115.000 	 2.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	137 	136 	  2800.000 	138.000 	 3.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	138 	286 	  2800.000 	 39.000 	 0.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	138 	394 	  2400.000 	224.000 	 6.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	139 	50  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	139 	177 	  2800.000 	 35.000 	 1.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	139 	695 	  2800.000 	 82.000 	 2.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	140 	141 	  2800.000 	 58.000 	 1.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	141 	133 	  2800.000 	121.000 	 3.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	142 	263 	  2400.000 	115.000 	 5.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	142 	288 	  2800.000 	 23.000 	 0.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	143 	19  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	143 	138 	  2400.000 	 30.000 	 1.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	143 	140 	  2800.000 	 75.000 	 2.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	144 	65  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	144 	66  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	144 	145 	  2800.000 	187.000 	 7.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	145 	66  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	145 	158 	  2800.000 	226.000 	 6.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	146 	66  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	146 	157 	  2800.000 	406.000 	21.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	147 	70  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	147 	89  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	147 	148 	  2800.000 	182.000 	11.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	147 	163 	  2800.000 	 43.000 	 1.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	148 	89  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	148 	159 	  2800.000 	225.000 	10.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	149 	150 	  2400.000 	 30.000 	 1.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	149 	167 	  2800.000 	197.000 	 5.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	149 	615 	  2400.000 	 13.000 	 0.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	150 	149 	  2400.000 	 30.000 	 1.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	150 	200 	  2800.000 	265.000 	10.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	150 	268 	   600.000 	142.000 	 5.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	151 	29  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	151 	30  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	151 	165 	  2800.000 	239.000 	11.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	151 	953 	   600.000 	210.000 	11.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	152 	29  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	152 	30  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	152 	151 	   600.000 	 35.000 	 1.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	152 	161 	  2800.000 	241.000 	 8.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	153 	28  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	153 	146 	  2800.000 	138.000 	 6.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	154 	152 	  2800.000 	199.000 	12.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	155 	156 	  2400.000 	 34.000 	 0.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	155 	162 	  2800.000 	 12.000 	 1.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	156 	166 	  2800.000 	 17.000 	 0.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	156 	598 	  2400.000 	138.000 	 7.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	157 	184 	  2800.000 	116.000 	 3.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	157 	189 	  2800.000 	 32.000 	 1.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	158 	28  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	158 	164 	  2800.000 	225.000 	 6.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	159 	160 	  2800.000 	123.000 	 3.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	159 	161 	   600.000 	 35.000 	 1.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	160 	30  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	160 	151 	  2800.000 	118.000 	15.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	161 	159 	   600.000 	 35.000 	 1.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	161 	163 	  2800.000 	423.000 	11.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	161 	550 	   600.000 	 85.000 	 3.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	162 	198 	  2800.000 	157.000 	 8.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	163 	70  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	163 	89  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	163 	182 	  2800.000 	 75.000 	 3.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	164 	28  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	164 	150 	  2800.000 	204.000 	16.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	165 	155 	  2800.000 	 18.000 	 0.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	165 	356 	  2400.000 	215.000 	 4.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	166 	154 	  2800.000 	 37.000 	 1.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	166 	165 	  2400.000 	 34.000 	 0.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	167 	28  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	167 	153 	  2800.000 	316.000 	 8.3333330000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	168 	144 	  2800.000 	216.000 	 5.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	168 	157 	  2800.000 	 34.000 	 1.000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	169 	31  	999999.000 	  0.000 	 0.000 	0.000 	4.00 	0.00 	0.00 	0 	; 
 	169 	170 	  2800.000 	 39.000 	 2.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
 	169 	185 	  2800.000 	 35.000 	 1.6666670000 	1.000 	4.00 	0.00 	0.00 	1 	; 
